Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Cluster
The King's Speech,"the king's speech tells the story of the man who became king george vi, the father of queen elizabeth ii. after his brother abdicates, george ('bertie') reluctantly assumes the throne. plagued by a dreaded stutter and considered unfit to be king, bertie engages the help of an unorthodox speech therapist named lionel logue. through a set of unexpected techniques, and as a result of an unlikely friendship, bertie is able to find his voice and boldly lead the country into war.",21.677,7300,7.7,en,drama,9
Ewoks: The Battle for Endor,"the army of the marauders, led by king terak and the witch charal, attack the ewoks village, killing cindel's family. cindel and the ewok wicket escape and meet teek in the forest, a naughty and very fast animal. teek takes them to a house in which an old man, noa, lives. like cindel, he also crashed with his starcruiser on endor. together they fight terak and charal.",21.677,183,5.3,en,adventure,7
El Paseo 5: El Paseo de Oficina,"a group of employees from the central worker's bank become heroes when they prevent a robbery. their reward: a trip to melgar, all expenses paid. this trip will reveal joys, griefs and other feelings that perhaps only appear after a few shots. the employees will learn that all offices in the world resemble each other, they're not quite families, but they're close. they are a group of people fighting alongside each other to survive, with all the good and bad this implies: tolerance, forgiveness and oblivion, friendship, and above all, being part of something. that, that's also called happiness.",21.669,21,7.9,es,comedy,17
Zoolander 2,derek and hansel are modelling again when an opposing company attempts to take them out from the business.,21.666,1828,4.8,en,comedy,11
Sierra Burgess Is a Loser,a case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,21.661,3202,6.4,en,comedy,11
Hollow Man,"cocky researcher, sebastian caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. the only problem is – no-one can determine how to make him visible again. caine's predicament eventually drives him mad, with terrifying results.",21.658,1968,5.9,en,action,6
The Four of Us,"after their partner swap experiment takes a turn, four friends arrive at a remote beach hut to face the fallout and purge themselves of deeper truths.",21.656,56,5.7,de,comedy,-1
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,"with their most formidable foe vanquished, inuyasha and his comrades begin returning to their everyday lives. but their peace is fleeting as another adversary emerges: kaguya, the self-proclaimed princess from the moon of legend, hatches a plot to plunge the world into an eternal night of the full moon. inuyasha, kagome, miroku, sango and shippou must reunite to confront the new menace.",21.656,108,7.6,ja,action,13
Willow,"the evil queen bavmorda hunts the newborn princess elora danan, a child prophesied to bring about her downfall. when the royal infant is found by willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.",21.652,1381,7.0,en,action,6
The Colony,"in the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on earth, an elite astronaut from space colony kepler must make a decision that will seal the fate of the people on both planets.",21.648,82,5.7,en,science fiction,12
The Book of Henry,"susan, a single mother of two, works as a waitress in a small town. her son, henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. when henry discovers that the girl next door has a terrible secret, he implores susan to take matters into her own hands.",21.645,1114,7.5,en,drama,9
As Good as It Gets,"new york city. melvin udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist simon is hospitalized and his dog is entrusted to melvin. in addition, carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for melvin to eat breakfast.",21.642,2947,7.4,en,comedy,11
Serendipity,"although strangers sara and jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. years later, they each yearn to reunite, despite being destined for the altar. but to give true love a chance, they have to find one another again.",21.635,1534,6.8,en,comedy,11
Only Yesterday,"it’s 1982, and taeko is 27 years old, unmarried, and has lived her whole life in tokyo. she decides to visit her family in the countryside, where she begins to reconnect to forgotten longings. in lyrical switches between the present and the past, taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",21.634,751,7.3,ja,animation,3
A Cop Movie,"this documentary walks the line between fact and fiction, delving into corruption in the mexican police through the experiences of two officers.",21.632,35,7.3,es,documentary,-1
The Emperor of Paris,"paris, france, early 19th century. the legendary convict françois vidocq lives in disguise trying to escape from a tragic past that torments him. when, after an unfortunate event, he crosses paths with the police chief, he makes a bold decision that will turn the ruthless mastermind of the parisian underworld against him.",21.627,404,6.4,fr,drama,23
Moneyball,"the story of oakland athletics general manager billy beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",21.627,3912,7.2,en,drama,9
Run All Night,"brooklyn mobster and prolific hit man jimmy conlon has seen better days. longtime best friend of a mob boss, jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind jimmy for 30 years. but when jimmy’s estranged son becomes a target, jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. now, with nowhere safe to turn, jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",21.621,2361,6.4,en,action,6
